query_id,user_query,language,intent,record_id,service_name,department,category,record_type,description,eligibility,benefits,documents_required,application_process,service_charge,apply_url,official_url
Q0431,"இந்த District Central Cooperative Banks and through its Branches: For Revamped Micro Credit Loan for Women Vendors of Flower, Vegetable, Fruit etc. பற்றி தகவல் வேண்டும்",Tamil,information_request,dccvfrmc,"District Central Cooperative Banks and through its Branches: For Revamped Micro Credit Loan for Women Vendors of Flower, Vegetable, Fruit etc.","Co-operation, Food and Consumer Protection Department","Banking,Financial Services and Insurance, Business & Entrepreneurship",Tamil_Nadu_scheme,"The scheme provides revamped micro credit loans through District Central Cooperative Banks to support women vendors selling flowers, vegetables, fruits etc. Loans range from ₹100/- to ₹5,000/- with an interest rate of 11%.","- The beneficiary should be a woman. - The beneficiary should be a resident of Tamil Nadu. - The beneficiary should be engaged in vending activities of flowers, vegetables, fruits, etc. &lt;br&gt;","- **Access to Micro-Loan:** ₹100/- to ₹5,000/-. - **Interest Rate:** 11% (subject to change). &lt;br&gt;","Identity proof (Aadhaar, PAN card, etc.). Address proof. Proof of vending activity (if applicable). Any other documents (if required).","[Offline] Step 1: The interested applicant should collect the application form from the District Central Cooperative Banks or its branches. Step 2: In the application form, fill in all the mandatory fields, paste the passport-sized photograph (signed across, if required), and attach copies of all the mandatory documents (self-attest, if required). Step 3: Submit the duly filled and signed application form along with the documents to the concerned authority.. Step 4: Request a receipt or acknowledgment from the concerned authority to whom the application has been submitted. Ensure that the receipt contains essential details such as the date and time of submission, a unique identification number (if applicable).",,https://www.tn.gov.in/scheme/data_view/3575,https://www.myscheme.gov.in/schemes/dccvfrmc
Q0436,இந்த District Central Cooperative Banks and through its Branches: For SSI Unit Loan and Other NFS Activities பற்றி தகவல் வேண்டும்,Tamil,information_request,dccbssi,District Central Cooperative Banks and through its Branches: For SSI Unit Loan and Other NFS Activities,"Co-operation, Food and Consumer Protection Department","Banking,Financial Services and Insurance, Agriculture,Rural & Environment",Tamil_Nadu_scheme,This scheme provides financial assistance for SSI unit loans and other Non-Farm Sector (NFS) activities through District Central Cooperative Banks and their branches.,- The beneficiary should be a resident of Tamil Nadu. - Loans should be applicable only for small-scale industries (SSI) Unit and Other Non-Farm Sector (NFS) Activities. &lt;br&gt;,"- **Access to Loan:** Up to ₹1,00,000/-.- **Interest Rate:** 13% (subject to change). <br>","Identity proof (Aadhaar, PAN card, etc.). Address proof. Small-scale industries (SSI) Unit registration (if applicable). Business Plan or Project Report (if applicable). Any other documents (if required).","[Offline] Step 1: The interested applicant should collect the application form from the District Central Cooperative Banks or its branches. Step 2: In the application form, fill in all the mandatory fields, paste the passport-sized photograph (signed across, if required), and attach copies of all the mandatory documents (self-attest, if required). Step 3: Submit the duly filled and signed application form along with the documents to the concerned authority.. Step 4: Request a receipt or acknowledgment from the concerned authority to whom the application has been submitted. Ensure that the receipt contains essential details such as the date and time of submission, a unique identification number (if applicable).",,https://www.tn.gov.in/scheme/data_view/3570,https://www.myscheme.gov.in/schemes/dccbssi
Q0448,What documents are needed for District Central Cooperative Banks and through its Branches: Small Road Transport Operators Loan (SRTO Loan)?,English,document_help,dccbsrto,District Central Cooperative Banks and through its Branches: Small Road Transport Operators Loan (SRTO Loan),"Co-operation, Food and Consumer Protection Department","Banking,Financial Services and Insurance, Transport & Infrastructure",Tamil_Nadu_scheme,"The scheme aims to provide financial support to small-scale road transport operators through loans up to ₹10,00,000/- with 13% rate of interest.",- The beneficiary should be a resident of Tamil Nadu. - The beneficiary should be a Small Road Transport Operator. &lt;br&gt;,"- **Access to Loan:** Up to ₹10,00,000/-. - **Interest Rate:** 13% (subject to change). <br>","Identity proof (Aadhaar, PAN card, etc.). Address proof. Proof of being a Small Road Transport Operator (if applicable). Any other documents (if required).","[Offline] Step 1: The interested applicant should collect the application form from the District Central Cooperative Banks or its branches. Step 2: In the application form, fill in all the mandatory fields, paste the passport-sized photograph (signed across, if required), and attach copies of all the mandatory documents (self-attest, if required). Step 3: Submit the duly filled and signed application form along with the documents to the concerned authority.. Step 4: Request a receipt or acknowledgment from the concerned authority to whom the application has been submitted. Ensure that the receipt contains essential details such as the date and time of submission, a unique identification number (if applicable).",,https://www.tn.gov.in/scheme/data_view/3573,https://www.myscheme.gov.in/schemes/dccbsrto
Q0454,Dr. Dharmambal Ammaiyar Ninaivu Widow Remarriage Assistance Scheme-I ku eligibility enna?,Tanglish,eligibility_query,ddanwrasi,Dr. Dharmambal Ammaiyar Ninaivu Widow Remarriage Assistance Scheme-I,Department of Social Welfare and Women Empowerment,"Women and Child, Social welfare & Empowerment",Tamil_Nadu_scheme,"The ""Dr. Dharmambal Ammaiyar Ninaivu Widow Remarriage Assistance Scheme"" was launched by the Social Welfare and Women Empowerment Department, Government of Tamil Nadu. The scheme's objective is to encourage widow remarriage and to rehabilitate widows by giving financial assistance.",1. The applicant should be a widow. 1. The bride (widow) should be 20 years or above in age. 1. The bridegroom should be less than 40 years or above in age.,"- Financial Assistance of ₹ 25,000/-. - One sovereign (8gm) 22-carat gold coin for making Thirumangalyam. <br> > **Mode of Disbursal:** ₹15,000/- through Electronic Clearing Service and ₹10,000/- as a National Savings Certificate.",Death Certificate of the First Husband. Widow Certificate From Tahsildar. Remarriage Photos. Age Proof of the Bride. Age Proof of the Bridegroom. Certificate to Prove First Marriage of the Bridegroom From Tahsildar or MLA. Marriage Invitation.,"[Online - via CSC] Step 1: The applicant should gather copies of the necessary documents needed to apply for the concerned scheme. Step 2: The applicant should visit the nearest Common Service Center (CSC) and complete the Biometric Verification Process. Step 3: In the application form, fill in all the mandatory fields and upload copies of all the mandatory documents. Step 4: Request a receipt or acknowledgment from the CSC. Ensure that the receipt contains essential details such as the date and time of submission, and a unique identification number (if applicable). Application Deadline:The application is submitted within six months from the date of remarriage. [Offline] Step 1: The interested applicant should take print of the prescribed format of the application form. Step 2: In the application form, fill in all the mandatory fields, paste the passport-sized photograph (signed across, if required), and attach copies of all the mandatory documents (self-attest, if required). Step 3: Submit the duly filled and signed application form along with the documents to the District Social Welfare Officer/ Extension Officer (Social Welfare). Step 4: Request a receipt or acknowledgment from the concerned authority to whom the application has been submitted. Ensure that the receipt contains essential details such as the date and time of submission, and a unique identification number (if applicable). Application Deadline:The application is submitted within six months from the date of remarriage.",,https://cms.tn.gov.in/sites/default/files/forms/social_welfare_form10.pdf,https://www.myscheme.gov.in/schemes/ddanwrasi
Q0465,What benefits are available under Dr. Muthulakshmi Reddy Ninaivu Inter-caste Marriage Assistance Scheme-I?,English,benefit_query,dmrnicmasi,Dr. Muthulakshmi Reddy Ninaivu Inter-caste Marriage Assistance Scheme-I,Department of Social Welfare and Women Empowerment,Social welfare & Empowerment,Tamil_Nadu_scheme,The 'Dr. Muthulakshmi Reddy Ninaivu Inter-caste Marriage Assistance Scheme' was launched by the Social Welfare & Women Empowerment Dept. Tamil Nadu. The aim is to abolish caste & community discrimination by encouraging inter-caste marriage by giving financial assistance to newly married couples.,1. The bride should have passed the 10th standard (5th standard in case the applicant is from a Scheduled Tribe). 1. The age of the bride should be above 18 years at the time of marriage. 1. One spouse should be from a Scheduled Caste/Scheduled Tribe and the other should be from a different Community. <br>,"- Financial Assistance of ₹25,000/-. - 1 Sovereign (8gm) 22-carat gold coin for making Thirumangalyam. <br> > **Mode of disbursal:** ₹15,000 through Electronic Clearing Service and ₹10,000 in the form of National Savings Certificate.",Marriage Invitation/ Marriage Registration Certificate. Community Certificate of the bride. Community Certificate of the bridegroom. Age Certificate of the bride.,"[Online - via CSC] Step 1: The applicant should gather copies of the necessary documents needed to apply for the concerned scheme. Step 2: The applicant should visit the nearest Common Service Center (CSC) and complete the Biometric Verification Process. Step 3: In the application form, fill in all the mandatory fields and upload copies of all the mandatory documents. Step 4: Request a receipt or acknowledgement from the CSC. Ensure that the receipt contains essential details such as the date and time of submission, and a unique identification number (if applicable). Application Deadline:The application should be submitted within two years from the date of marriage.",,https://cms.tn.gov.in/sites/default/files/documents/swwe_e_cc_2022_23.pdf,https://www.myscheme.gov.in/schemes/dmrnicmasi
Q0468,What documents are needed for Dr. Muthulakshmi Reddy Ninaivu Inter-caste Marriage Assistance Scheme-II?,English,document_help,dmrnicmasii,Dr. Muthulakshmi Reddy Ninaivu Inter-caste Marriage Assistance Scheme-II,Department of Social Welfare and Women Empowerment,"Women and Child, Social welfare & Empowerment",Tamil_Nadu_scheme,The 'Dr. Muthulakshmi Reddy Ninaivu Inter-caste Marriage Assistance Scheme' was launched by the Social Welfare & Women Empowerment Dept. Tamil Nadu. The aim is to abolish caste & community discrimination by encouraging inter-caste marriage by giving financial assistance to newly married couples.,"1. The couple should belong to a backward class / most backward class community. 1. The bride should have passed the 10th standard. 1. The bride should have studied up to Vth standard in the case of the scheduled tribe. 1. The age of the bride should be above 18 years at the time of marriage. 1. The bride should have a degree passed from regular colleges, distance education/government-recognized open university. 1. The applicant should have a diploma holder passed from the Institution recognized by the Directorate of Technical Education, Government of Tamil Nadu.","- Financial assistance of ₹50,000 given to the newly married couple. - 1 Sovereign (8 gm) 22-carat gold coin for making Thirumangalyam. > **Mode of Disbursal:** ₹30,000 through Electronic Clearing Service and ₹20,000 in the form of National Savings Certificate.",Marriage Invitation or Marriage Registration Certificate. Community Certificates of the bride. Community Certificates of the bridegroom. Age Certificate of the bride. Certificates of Graduates / Diploma.,"[Online - via CSC] Step 1: The applicant should gather copies of the necessary documents needed to apply for the concerned scheme. Step 2: The applicant should visit the nearest Common Service Center (CSC) and complete the Biometric Verification Process. Step 3: In the application form, fill in all the mandatory fields and upload copies of all the mandatory documents. Step 4: Request a receipt or acknowledgment from the CSC. Ensure that the receipt contains essential details such as the date and time of submission, and a unique identification number (if applicable). Application Deadline:The application should be submitted before the child completes 3 years of age.",,https://cms.tn.gov.in/sites/default/files/documents/swwe_e_cc_2022_23.pdf,https://www.myscheme.gov.in/schemes/dmrnicmasii
Q0479,E.V.R. Maniammaiyar Ninaivu Marriage Assistance Scheme for Daughter’s of Poor Widows: Scheme-II ku eligibility enna?,Tanglish,eligibility_query,evrmnmasfdopwsii,E.V.R. Maniammaiyar Ninaivu Marriage Assistance Scheme for Daughter’s of Poor Widows: Scheme-II,Department of Social Welfare and Women Empowerment,"Women and Child, Social welfare & Empowerment",Tamil_Nadu_scheme,"The ""E.V.R. Maniammaiyar Ninaivu Marriage Assistance Scheme for Daughters of Poor Widows: Scheme-II"" was launched by the Social Welfare and Women Empowerment Department, Tamil Nadu. The scheme aims to help poor widow mothers by providing financial assistance for the marriage of their daughter's.","1. The applicant should be a Widow. 1. The applicant should be the mother of a girl child. 1. The annual income of the family should not exceed ₹72,000/-. 1. The age of the bride should be above 18 years. 1. The allowance is granted for the marriage of one daughter only. 1. The bride should be one of the following: - A degree holder from regular colleges, distance education/government-recognized open university. - A diploma holder from the Institution recognized by the Directorate of Technical Education, Government of Tamil Nadu.","- Financial assistance of ₹50,000/- for marriage expenses. - 1 Sovereign (8gm) 22-carat gold coin for making Thirumangalyam. **Mode of Disbursal:** Through Electronic Clearing Service. <br> **NOTE:** The benefit can be given to the bride in case of the death of the widowed mother.","1. Death Certificate of husband (to be obtained from Corporation / Municipality) 2. Widow Certificate (to be obtained from Tahsildar) 3. Income Certificate (issued by the Tahsildar) 4. Passport-size photograph of the Applicant. 5. Age Certificate of the Bride. 6. Marriage Invitation. 7. Bills towards purchase of marriage articles for less than ₹10,000/- NOTE: Beneficiaries getting a widow pension under the Social Security Pension Scheme don't need to provide a window certificate and income certificate.","[Online - via CSC] Step 1: The applicant should gather copies of the necessary documents (self-attest if required) needed to apply for the concerned scheme. Step 2: The applicant should visit the nearest Common Service Center (CSC) and complete the Biometric Verification Process. Step 3: In the application form, fill in all the mandatory fields and upload copies of all the mandatory documents. Step 4: Request a receipt or acknowledgement from the CSC. Ensure that the receipt contains essential details such as the date and time of submission, and a unique identification number (if applicable). NOTE: The applications are processed within 15 days from the date of receipt. Deadline for ApplicationThe application should be submitted 40 days before the marriage date. Applications received on or after the date of marriage will not be entertained. NOTE: In exceptional circumstances, the application can be submitted one day before the marriage date. [Offline] Step 1: The interested applicant should take print of the prescribed format of the application form. Step 2: In the application form, fill in all the mandatory fields, paste the passport-sized photograph (signed across, if required), and attach copies of all the mandatory documents (self-attest, if required). Step 3: Submit the duly filled and signed application form along with the documents to the District Social Welfare Officer/ Extension Officer (Social Welfare). Step 4: Request a receipt or acknowledgment from the concerned authority to whom the application has been submitted. Ensure that the receipt contains essential details such as the date and time of submission, and a unique identification number (if applicable). Deadline for ApplicationThe application should be submitted 40 days before the marriage date. Applications received on or after the date of marriage will not be entertained. NOTE: In exceptional circumstances, the application can be submitted one day before the marriage date.",,https://cms.tn.gov.in/sites/default/files/forms/social_welfare_form12.pdf,https://www.myscheme.gov.in/schemes/evrmnmasfdopwsii
Q0482,Early Intervention Center for the Children with Intellectually Disabled epdi apply panradhu?,Tanglish,application_help,eiccid,Early Intervention Center for the Children with Intellectually Disabled,Welfare of Differently Abled Persons Department,Social welfare & Empowerment,Tamil_Nadu_scheme,"The ""Early Intervention Center for the Children with Intellectually Disabled"" was launched by the Department for the Welfare of Differently Abled Persons, Government of Tamil Nadu.",1. The beneficiary child&#39;s age should be 6 years or below. 1. The child with intellectual disability and allied disabilities is eligible.,- Early intervention provides to children with intellectual disabilities.,National Identity Card of the Differently Abled. Birth Certificate. Any Other Document If Required.,"[Offline] Step 1: The parents/guardian should visit (during office hours) the District Differently Abled Welfare Officer and request a hard copy of the prescribed format of the application form from the staff exclusively entrusted to issue and collect filled-in applications. Step 2: In the application form, fill in all the mandatory fields, and attach copies of all the mandatory documents (self-attest, if required). Step 3: Submit the duly filled and signed application form along with the documents to the District Differently Abled Welfare Officer. Step 4: Request a receipt or acknowledgment from the District Differently Abled Welfare Officer to whom the application has been submitted. Ensure that the receipt contains essential details such as the date and time of submission, and a unique identification number (if applicable).",,https://cms.tn.gov.in/sites/default/files/documents/wda_e_cc_2022_23.pdf,https://www.myscheme.gov.in/schemes/eiccid
Q0487,"Early Intervention Centre for Children with Cerebral Palsy in SRTC, Chennai and Tiruchirapalli Districts epdi apply panradhu?",Tanglish,application_help,eicccpsrtcctd,"Early Intervention Centre for Children with Cerebral Palsy in SRTC, Chennai and Tiruchirapalli Districts",Welfare of Differently Abled Persons Department,"Social welfare & Empowerment, Skills & Employment",Tamil_Nadu_scheme,"The ""Early Intervention Centre for Children with Cerebral Palsy in SRTC, Chennai and Tiruchirapalli Districts"" was launched by the Department for the Welfare of Differently Abled Persons, Tamil Nadu. Under this scheme, stimulation training is given to the children affected with cerebral palsy.",1. The young child/infants should be affected with cerebral palsy. 1. The age of a young child/infant should be 6 years or below.,- Early intervention provides stimulation training to the children.,National Identity Card of the Differently Abled. Birth Certificate. Any Other Document If Required.,"[Offline] Step 1: The parents/guardian should visit (during office hours) the District Differently Abled Welfare Officer and request a hard copy of the prescribed format of the application form from the staff exclusively entrusted to issue and collect filled-in applications. Step 2: In the application form, fill in all the mandatory fields, and attach copies of all the mandatory documents (self-attest, if required). Step 3: Submit the duly filled and signed application form along with the documents to the District Differently Abled Welfare Officer. Step 4: Request a receipt or acknowledgment from the District Differently Abled Welfare Officer to whom the application has been submitted. Ensure that the receipt contains essential details such as the date and time of submission, and a unique identification number (if applicable).",,https://cms.tn.gov.in/sites/default/files/documents/wda_e_cc_2022_23.pdf,https://www.myscheme.gov.in/schemes/eicccpsrtcctd
Q0495,What benefits are available under Early Intervention Centre for Infants and Young Children with Hearing Impairment?,English,benefit_query,eicfiaycwhi,Early Intervention Centre for Infants and Young Children with Hearing Impairment,Welfare of Differently Abled Persons Department,"Social welfare & Empowerment, Skills & Employment",Tamil_Nadu_scheme,"The ""Early Intervention Centre for Infants and Young Children with Hearing Impairment"" was launched by the Department for the Welfare of Differently Abled Persons, Government of Tamil Nadu. Under this scheme, Infants and young children with hearing impairment are given training to develop speech.",1. The beneficiary child should be between 0-6 years. 1. The beneficiary child should have hearing impairment. 1. The beneficiary child should not have any other disabilities.,- Infants and young children with hearing impairment are given the training to develop speech and language skills.,National Identity Card of the Differently Abled. Birth Certificate. Any Other Document If Required.,"[Offline] Step 1: The parents/guardian should visit (during office hours) the District Differently Abled Welfare Officer and request a hard copy of the prescribed format of the application form from the staff exclusively entrusted to issue and collect filled-in applications. Step 2: In the application form, fill in all the mandatory fields, and attach copies of all the mandatory documents (self-attest, if required). Step 3: Submit the duly filled and signed application form along with the documents to the District Differently Abled Welfare Officer. Step 4: Request a receipt or acknowledgment from the District Differently Abled Welfare Officer to whom the application has been submitted. Ensure that the receipt contains essential details such as the date and time of submission, and a unique identification number (if applicable).",,https://cms.tn.gov.in/sites/default/files/documents/wda_e_cc_2022_23.pdf,https://www.myscheme.gov.in/schemes/eicfiaycwhi
Q0507,Education Assistance - Folk Artist epdi apply panradhu?,Tanglish,application_help,eafa,Education Assistance - Folk Artist,Art and Culture Department,"Education & Learning, Sports & Culture",Tamil_Nadu_scheme,"The ""Education Assistance - Folk Artist"" scheme was launched by the Art and Culture Department, Government of Tamil Nadu. The scheme provides financial assistance for the education of children of registered folk artistes.","1. The registered folk artist&#39;s son or daughter. 1. The registered folk artist must have no dues payable to the Board. 1. The registered folk artist&#39;s son or daughter should be studying in a government or government-recognized institution. 1. Assistance is available for up to two children per family. 1. If both husband and wife are registered folk artists, only one of them is eligible for this assistance.","**Financial Assistance for the children of registered folk artistes** - Girl and Boy children studying 10th - ₹1,000/- - Girl children studying 11th - ₹1,000/- - Girl and Boy children studying 12th - ₹1,500/- - Regular Degree Course with Hostel facility - ₹3,250/- - Regular Post Graduate Course with Hostel facility - ₹5,000/- - Professional Degree Course with Hostel facility - ₹6,000/- - Professional PG Course with Hostel facility - ₹10,000/- - ITI or Polytechnic Course with Hostel Facility - ₹2,200/- <br>",Registration Card of the Folk Artist. Certificate from the Educational Institution Head or Officer. Certificate from the Hostel Warden. Proof of Studying.,"[Offline] Step 1: The interested applicant should visit (during office hours) the regional office and request the hard copy of the prescribed format of the application form X(son or daughter), XI(daughter), XII(son or daughter) from the staff exclusively entrusted to issue and collect filled-in applications. Step 2: In the application form, fill in all the mandatory fields, and attach copies of all the mandatory documents (self-attest, if required). Step 3: Submit the duly filled and signed application form along with the documents to the Assistant Director/Deputy Director in the regional offices. Step 4: Request a receipt or acknowledgment from the Assistant Director/Deputy Director to whom the application has been submitted. Ensure that the receipt contains essential details such as the date and time of submission, and a unique identification number (if applicable).",,https://cms.tn.gov.in/sites/default/files/gos/tour-e-3-2008.pdf,https://www.myscheme.gov.in/schemes/eafa
Q0514,Employees Cooperative Societies Surety Loan ku eligibility enna?,Tanglish,eligibility_query,ecssl,Employees Cooperative Societies Surety Loan,"Co-operation, Food and Consumer Protection Department","Banking,Financial Services and Insurance",Tamil_Nadu_scheme,"The scheme provides loans up to ₹1,50,000/- at an interest rate of 14%. It is aimed at assisting citizens by offering financial support through surety loans from the Employees Cooperative Societies.",- The beneficiary should be a resident of Tamil Nadu. - The beneficiary should be a member of an Employees Cooperative Society. - The beneficiary should be interested in availing Employees Cooperative Societies Surety loan. &lt;br&gt;,"- **Access to Loan:** Surety loans up to ₹1,50,000/-. - **Interest Rate:** 14% (subject to change). &lt;br&gt;","Identity proof (Aadhaar, PAN card, etc.). Address proof. Proof of employment or Income Certificate (if applicable). Any other documents (if required).","[Offline] Step 1: The interested applicant should collect the application form by contacting the Secretary/ Special Officer of the office of the Employees Cooperative Society. Step 2: In the application form, fill in all the mandatory fields, paste the passport-sized photograph (signed across, if required), and attach copies of all the mandatory documents (self-attest, if required). Step 3: Submit the duly filled and signed application form along with the documents to the concerned authority.. Step 4: Request a receipt or acknowledgment from the concerned authority to whom the application has been submitted. Ensure that the receipt contains essential details such as the date and time of submission, and unique identification number (if applicable).",,https://www.tn.gov.in/scheme/data_view/3616,https://www.myscheme.gov.in/schemes/ecssl
Q0520,What benefits are available under Establishing Aavin Parlour for Differently Abled Persons?,English,benefit_query,eapfdap,Establishing Aavin Parlour for Differently Abled Persons,Welfare of Differently Abled Persons Department,"Social welfare & Empowerment, Skills & Employment",Tamil_Nadu_scheme,"The 'Establishing Aavin Parlour for Differently Abled Persons' scheme was launched by the Department for the Welfare of Differently Abled Persons, Govt. of Tamil Nadu. The scheme aims to create self-employment avenues for differently abled persons, the govt. has issued orders to establish Parlour.",1. The applicant should be a differently abled person. 1. The applicant&#39;s age should be 18 years or above.,"- The government has issued orders for establishing Aavin parlour for differently-abled persons to sell Aavin brand products like milk, butter, curd, etc.",National Identity Card of the Differently Abled. Family Card.,"[Offline] Step 1: The interested applicant should visit (during office hours) the District Differently Abled Welfare Office and request a hard copy of the prescribed format of the application form from the staff exclusively entrusted to issue and collect filled-in applications. Step 2: In the application form, fill in all the mandatory fields, and attach copies of all the mandatory documents (self-attest, if required). Step 3: Submit the duly filled and signed application form along with the documents to the District Differently Abled Welfare Officer. Step 4: Request a receipt or acknowledgment from the District Differently Abled Welfare Officer to whom the application has been submitted. Ensure that the receipt contains essential details such as the date and time of submission, and a unique identification number (if applicable).",,https://cms.tn.gov.in/sites/default/files/documents/wda_e_cc_2022_23.pdf,https://www.myscheme.gov.in/schemes/eapfdap
Q0523,What documents are needed for Farmers Interest Group (FIG)?,English,document_help,fig,Farmers Interest Group (FIG),Agriculture Department,"Agriculture,Rural & Environment",Tamil_Nadu_scheme,"The “Farmers Interest Group (FIG)” scheme supports every group of 15 farmers with grants for agricultural development. The scheme offers assistance for office equipment, training, ID cards, and district-level meetings.",- The beneficiary should be a Farmer. - The beneficiary should be a resident of Tamil Nadu. - The beneficiary should be part of a Farmer’s group of 15 farmers.,"- **Office Equipment:** ₹5,000/- per group for purchasing office equipment, technical bulletins, and setting up a library. - **Training and Skill Acquisition:** ₹4000/- per group for training and skill acquisition by farmer members. - **ID Cards:** ₹400/- per group for issuing ID cards to members. - **District-Level Meetings:** ₹20,000/- per group for conducting district-level meetings.","Proof of Identity (Aadhar Card, Voter ID, etc.). Proof of Land Ownership. Group registration details. Any other documents (if required).","[Offline] Step 1: Collect the application form from the nearest Agricultural Office. Step 2: Fill out the application form with the required details and attach mandatory documents (self-attested, if required). Step 3: Submit the form to the concerned office: Village Level: Submit the application to the Assistant Agricultural Officer.Block Level: Submit to the Agricultural Officer or Deputy Agricultural Officer.District Level: Submit to the Joint Director of Agriculture.",,https://www.tn.gov.in/scheme/data_view/6850,https://www.myscheme.gov.in/schemes/fig
Q0530,What benefits are available under Farmers Training?,English,benefit_query,ft,Farmers Training,Agriculture Department,"Agriculture,Rural & Environment",Tamil_Nadu_scheme,The “Farmers Training” scheme provides financial assistance for training sessions involving up to 50 farmers or agricultural laborers per cluster.,- The beneficiary should be a Farmer. - The beneficiary should be a resident of Tamil Nadu. - The beneficiary should have interest in joining the training to enhance agricultural skills.,"- **Financial assistance:** ₹5,000/- per training session of 50 Farmers/Agricultural labourers.","Proof of Identity (Aadhar Card, Voter ID, etc.). Proof of farming or agricultural labor status. Any other documents (if required).","[Offline] Step 1: Collect the application form from the nearest Agricultural Office. Step 2: Fill out the application form with the required details and attach mandatory documents (self-attested, if required). Step 3: Submit the form to the concerned office: Village Level: Submit the application to the Assistant Agricultural Officer.Block Level: Submit to the Agricultural Officer or Deputy Agricultural Officer.District Level: Submit to the Joint Director of Agriculture.",,https://www.tn.gov.in/scheme/data_view/6847,https://www.myscheme.gov.in/schemes/ft
Q0539,Financial Assistance on the Natural Death of Differently Abled Person ku eligibility enna?,Tanglish,eligibility_query,faotndodap,Financial Assistance on the Natural Death of Differently Abled Person,Welfare of Differently Abled Persons Department,Social welfare & Empowerment,Tamil_Nadu_scheme,"""Financial Assistance on the Natural Death of Differently Abled Person"" was launched by the Dept for the Welfare of Differently Abled Persons, Tamil Nadu. A financial assistance of ₹15,000/- is provided to the legal heir in the event of the natural death of the differently-abled person.",1. The applicant should be the legal heir of the differently abled person. 1. The differently-abled person should have died a natural death. 1. The differently abled person should have been a registered member of the &quot;Welfare Board for the Differently-abled&quot;.,"Financial Assistance of ₹15,000/- to the legal heir.",Death Certificate. Legal Heir Certificate. Differently Abled Person Original National Identity Card (issued by the welfare board for the differently abled).,"[Offline] Step 1: The interested applicant should visit (during office hours) the District Differently Abled Welfare Officer and request a hard copy of the prescribed format of the application form from the staff exclusively entrusted to issue and collect filled-in applications. Step 2: In the application form, fill in all the mandatory fields, and attach copies of all the mandatory documents (self-attest, if required). Step 3: Submit the duly filled and signed application form along with the documents to the District Differently Abled Welfare Officer. Step 4: Request a receipt or acknowledgement from the District Differently Abled Welfare Officer to whom the application has been submitted. Ensure that the receipt contains essential details such as the date and time of submission, and a unique identification number (if applicable).",,https://cms.tn.gov.in/sites/default/files/documents/wda_e_cc_2022_23.pdf,https://www.myscheme.gov.in/schemes/faotndodap
Q0542,Financial Assistance to Meet the Funeral Expenses of Differently Abled Person epdi apply panradhu?,Tanglish,application_help,fatmtfeodap,Financial Assistance to Meet the Funeral Expenses of Differently Abled Person,Welfare of Differently Abled Persons Department,Social welfare & Empowerment,Tamil_Nadu_scheme,"The scheme 'Financial Assistance to Meet the Funeral Expenses of Differently Abled Person' was launched by the Department for the Welfare of Differently Abled Persons. In this scheme, financial assistance of ₹2,000/- is provided to meet the expenses in connection with funeral, in the event of the...",1. The applicant should be the legal heir of the differently abled person. 1. The differently abled person should be deceased. 1. The differently abled person should have been a registered member of the Welfare Board for the Differently Abled&quot;.,"Financial assistance of ₹2,000/- is paid to the legal heir of the deceased.","Death Certificate. Legal Heir Certificate. Original National Identity Card of the Differently Abled Person, issued by the Welfare Board for the Differently Abled.","[Offline] Step 1: The interested applicant should visit (during office hours) the District Differently Abled Welfare Officer and request a hard copy of the prescribed format of the application form from the staff exclusively entrusted to issue and collect filled-in applications. Step 2: In the application form, fill in all the mandatory fields, and attach copies of all the mandatory documents (self-attest, if required). Step 3: Submit the duly filled and signed application form along with the documents to the District Differently Abled Welfare Officer. Step 4: Request a receipt or acknowledgement from the District Differently Abled Welfare Officer to whom the application has been submitted. Ensure that the receipt contains essential details such as the date and time of submission, and a unique identification number (if applicable).",,https://cms.tn.gov.in/sites/default/files/documents/wda_e_cc_2022_23.pdf,https://www.myscheme.gov.in/schemes/fatmtfeodap
Q0550,What benefits are available under Financial Assistance to Non Governmental Organisations?,English,benefit_query,fatngo,Financial Assistance to Non Governmental Organisations,Welfare of Differently Abled Persons Department,"Social welfare & Empowerment, Business & Entrepreneurship, Education & Learning",Tamil_Nadu_scheme,"The ""Financial Assistance to Non Governmental Organisations"" scheme was launched by the Department for the Welfare of Differently Abled Persons, Government of Tamil Nadu. The scheme aims to provide financial assistance to the NGO run a school for children with intellectual disability.","1. The school for children with intellectual disability should have functioned for a minimum period of 5 years. 1. The school should be registered under section 51 of the Rights of Persons with Disability Act,2016. <br>","- Financial assistance is given to the NGO for feeding charges, rent, and construction/extension of building.","Registration Certificate (under Section 51 of the Rights of Persons with Disability Act,2016). Any Other Document If Required.","[Offline] Step 1: The interested NGO should visit (during office hours) the District Differently Abled Welfare Officer and request a hard copy of the prescribed format of the application form from the staff exclusively entrusted to issue and collect filled-in applications. Step 2: In the application form, fill in all the mandatory fields, and attach copies of all the mandatory documents (self-attest, if required). Step 3: Submit the duly filled and signed application form along with the documents to the District Differently Abled Welfare Officer. Step 4: Request a receipt or acknowledgment from the District Differently Abled Welfare Officer to whom the application has been submitted. Ensure that the receipt contains essential details such as the date and time of submission, and a unique identification number (if applicable).",,https://cms.tn.gov.in/sites/default/files/documents/wda_e_cc_2022_23.pdf,https://www.myscheme.gov.in/schemes/fatngo
